Record_ID,Date_Time,Terminal,Process_Type,Queue_Length,Wait_Time_Minutes,Staff_Count,Throughput_Rate,Peak_Indicator,Special_Events,Passenger_Type,Processing_Duration,Synthetic_Data
PF1144,2024-03-20 10:02:58,2B,Security,27,15,5,127,Normal,Normal,EU_Citizen,37,False
PF1145,2024-03-16 02:23:44,2D,Customs,26,13,3,187,Night,Normal,Crew,94,False
PF1146,2024-03-21 17:23:03,3,Customs,74,28,2,205,Evening_Peak,Normal,Crew,71,False
PF1147,2024-03-20 04:48:03,2A,Immigration_EU,11,5,1,46,Night,Normal,Crew,104,False
PF1148,2024-03-18 17:57:18,2A,Customs,73,30,3,87,Evening_Peak,Normal,Non_EU,54,False
PF1149,2024-03-15 11:38:32,2E,Baggage_Claim,39,20,3,161,Normal,Normal,Non_EU,138,False
PF1150,2024-03-19 11:20:02,2E,Immigration_NonEU,19,19,2,96,Normal,Normal,Transit,343,False
PF1151,2024-03-20 06:43:39,2E,Security,64,32,5,95,Morning_Rush,Normal,VIP,86,False
PF1152,2024-03-17 00:01:01,3,Security,17,14,7,81,Night,Normal,VIP,61,False
PF1153,2024-03-20 07:37:38,2D,Immigration_EU,57,20,2,79,Morning_Rush,Normal,Transit,302,False
PF1154,2024-03-17 08:38:47,2E,Customs,27,22,3,181,Morning_Rush,Normal,Non_EU,112,False
PF1155,2024-03-20 15:52:22,2E,Customs,11,5,3,106,Normal,Normal,Crew,121,False
PF1156,2024-03-17 17:52:41,2B,Security,22,10,4,64,Evening_Peak,Normal,Non_EU,71,False
PF1157,2024-03-19 08:01:51,1,Immigration_NonEU,85,38,1,56,Morning_Rush,Normal,Crew,241,False
PF1158,2024-03-20 17:19:00,3,Immigration_NonEU,62,22,2,79,Evening_Peak,Normal,EU_Citizen,157,False
PF1159,2024-03-21 16:31:24,2A,Immigration_NonEU,94,35,1,76,Evening_Peak,Normal,Crew,97,False
PF1160,2024-03-16 01:11:36,2A,Immigration_NonEU,17,13,4,65,Night,Normal,EU_Citizen,81,False
PF1161,2024-03-16 12:59:41,3,Customs,5,5,2,88,Normal,Normal,Transit,50,False
PF1162,2024-03-15 17:21:07,2B,Immigration_NonEU,28,19,3,75,Evening_Peak,Normal,EU_Citizen,308,False
PF1163,2024-03-16 19:29:40,2C,Baggage_Claim,110,38,2,89,Evening_Peak,Normal,Transit,123,False
PF1164,2024-03-20 18:09:33,2E,Customs,24,11,3,149,Evening_Peak,Normal,Non_EU,140,False
PF1165,2024-03-20 13:24:40,2B,Immigration_NonEU,15,6,4,57,Normal,Strike,EU_Citizen,339,False
PF1166,2024-03-20 22:09:01,2F,Immigration_NonEU,24,21,2,83,Night,Normal,VIP,202,False
PF1167,2024-03-16 15:03:22,1,Customs,3,5,2,212,Normal,Normal,EU_Citizen,157,False
PF1168,2024-03-16 08:48:55,2E,Immigration_NonEU,50,18,3,52,Morning_Rush,Normal,EU_Citizen,337,False
PF1169,2024-03-19 03:33:18,2A,Baggage_Claim,14,4,2,147,Night,Normal,Transit,142,False
PF1170,2024-03-18 00:50:09,2E,Baggage_Claim,5,15,3,236,Night,Normal,VIP,152,False
PF1171,2024-03-20 10:08:16,2D,Customs,34,17,2,218,Normal,Normal,Crew,158,False
PF1172,2024-03-17 00:47:45,2C,Customs,20,18,4,202,Night,Normal,Transit,79,False
PF1173,2024-03-15 17:00:49,2F,Immigration_NonEU,70,31,1,80,Evening_Peak,Normal,EU_Citizen,152,False
PF1174,2024-03-18 18:39:28,1,Immigration_NonEU,71,34,2,58,Evening_Peak,Normal,Non_EU,148,False
PF1175,2024-03-19 21:02:35,2E,Immigration_EU,21,12,4,64,Night,Normal,Crew,237,False
PF1176,2024-03-16 19:54:01,2E,Customs,60,30,4,215,Evening_Peak,Normal,Non_EU,54,False
PF1177,2024-03-17 22:35:25,2C,Baggage_Claim,8,2,4,206,Night,Normal,VIP,62,False
PF1178,2024-03-20 05:09:27,2D,Immigration_NonEU,41,14,2,80,Morning_Rush,Normal,Transit,144,False
PF1179,2024-03-16 19:58:39,2A,Security,99,45,2,129,Evening_Peak,Normal,EU_Citizen,80,False
PF1180,2024-03-19 04:42:29,2D,Immigration_EU,38,16,4,70,Night,Normal,Transit,247,False
PF1181,2024-03-20 07:50:09,1,Security,39,14,6,117,Morning_Rush,Normal,EU_Citizen,55,False
PF1182,2024-03-16 19:30:20,2F,Customs,77,29,4,87,Evening_Peak,Normal,Non_EU,60,False
PF1183,2024-03-15 03:55:10,2E,Immigration_EU,5,10,4,68,Night,Normal,Non_EU,73,False
PF1184,2024-03-15 14:17:04,2E,Security,10,14,6,134,Normal,Emergency,EU_Citizen,103,False
PF1185,2024-03-15 11:33:30,2B,Immigration_NonEU,39,24,4,96,Normal,Normal,VIP,237,False
PF1186,2024-03-19 04:24:46,2F,Immigration_EU,39,26,3,52,Night,Normal,Transit,251,False
PF1187,2024-03-18 22:25:28,2B,Customs,19,14,1,85,Night,Normal,Transit,83,False
PF1188,2024-03-21 21:28:16,2E,Security,11,11,2,97,Night,Normal,Non_EU,74,False
PF1189,2024-03-17 20:17:57,2A,Security,116,38,7,105,Evening_Peak,Normal,EU_Citizen,50,False
PF1190,2024-03-17 04:03:54,2E,Baggage_Claim,0,2,4,194,Night,Normal,Non_EU,100,False
PF1191,2024-03-19 02:33:16,2C,Customs,9,9,3,166,Night,Normal,VIP,120,False
PF1192,2024-03-16 17:08:18,2D,Customs,107,36,3,133,Evening_Peak,Normal,VIP,151,False
PF1193,2024-03-15 18:04:11,2E,Immigration_EU,34,23,4,93,Evening_Peak,Normal,EU_Citizen,321,False
PF1194,2024-03-21 06:52:20,1,Immigration_NonEU,76,28,2,45,Morning_Rush,Normal,EU_Citizen,305,False
PF1195,2024-03-19 00:40:27,2F,Immigration_NonEU,14,12,4,65,Night,Normal,Transit,139,False
PF1196,2024-03-21 04:32:26,2E,Baggage_Claim,8,12,4,195,Night,Normal,Non_EU,131,False
PF1197,2024-03-18 10:59:42,1,Baggage_Claim,36,20,4,158,Normal,Normal,Non_EU,119,False
PF1198,2024-03-20 19:08:15,2D,Immigration_NonEU,108,40,3,69,Evening_Peak,Normal,Crew,179,False
PF1199,2024-03-17 08:53:02,1,Immigration_EU,68,31,4,85,Morning_Rush,Normal,VIP,342,False
PF1200,2024-03-16 09:14:51,2E,Baggage_Claim,12,11,1,135,Normal,Normal,EU_Citizen,51,False
PF1201,2024-03-17 14:15:20,1,Baggage_Claim,0,7,3,88,Normal,Normal,Non_EU,68,False
PF1202,2024-03-19 11:37:23,3,Immigration_NonEU,30,18,4,98,Normal,System_Down,EU_Citizen,249,False
PF1203,2024-03-19 02:11:47,2D,Immigration_EU,24,14,2,72,Night,Normal,EU_Citizen,74,False
PF1204,2024-03-16 08:24:04,2C,Customs,47,22,1,115,Morning_Rush,Normal,EU_Citizen,155,False
PF1205,2024-03-16 06:28:48,2D,Baggage_Claim,38,20,3,96,Morning_Rush,Normal,Transit,110,False
PF1206,2024-03-15 03:02:12,2A,Security,27,18,5,112,Night,System_Down,EU_Citizen,57,False
PF1207,2024-03-21 10:55:29,2B,Immigration_NonEU,10,11,4,64,Normal,Normal,VIP,311,False
PF1208,2024-03-15 23:05:09,2B,Customs,24,20,2,177,Night,Normal,Non_EU,77,False
PF1209,2024-03-16 09:23:15,2B,Immigration_EU,28,16,1,72,Normal,Normal,VIP,231,False
PF1210,2024-03-17 03:22:57,1,Immigration_EU,39,19,3,43,Night,Normal,Crew,171,False
PF1211,2024-03-16 16:26:26,1,Immigration_EU,115,46,3,46,Evening_Peak,Normal,VIP,139,False
PF1212,2024-03-16 08:35:09,2A,Immigration_NonEU,62,27,2,67,Morning_Rush,System_Down,Transit,127,False
PF1213,2024-03-18 13:59:49,3,Baggage_Claim,5,1,2,132,Normal,Normal,VIP,154,False
PF1214,2024-03-15 02:23:38,1,Immigration_EU,30,20,2,96,Night,Normal,Transit,180,False
PF1215,2024-03-17 17:05:30,2D,Baggage_Claim,100,42,1,116,Evening_Peak,Normal,EU_Citizen,62,False
PF1216,2024-03-19 23:39:10,2A,Customs,0,1,1,154,Night,Normal,Crew,108,False
PF1217,2024-03-20 14:08:39,2C,Baggage_Claim,20,20,1,138,Normal,Normal,VIP,97,False
PF1218,2024-03-19 07:18:43,2C,Security,116,52,2,88,Morning_Rush,Normal,EU_Citizen,72,False
PF1219,2024-03-19 05:27:49,2F,Immigration_EU,96,39,1,93,Morning_Rush,Normal,Non_EU,295,False
PF1220,2024-03-15 17:34:50,2A,Customs,64,33,1,155,Evening_Peak,Normal,EU_Citizen,126,False
PF1221,2024-03-15 04:23:20,1,Immigration_NonEU,22,18,4,49,Night,Emergency,VIP,277,False
PF1222,2024-03-17 01:56:02,2E,Security,1,8,6,92,Night,Normal,Non_EU,89,False
PF1223,2024-03-15 17:41:21,2F,Security,56,18,5,116,Evening_Peak,Normal,Non_EU,47,False
PF1224,2024-03-18 05:46:07,2E,Immigration_NonEU,39,21,1,59,Morning_Rush,Normal,VIP,218,False
PF1225,2024-03-18 15:11:43,2E,Baggage_Claim,28,11,4,94,Normal,Normal,VIP,50,False
PF1226,2024-03-17 12:33:14,2F,Immigration_EU,1,4,2,51,Normal,Normal,Crew,248,False
PF1227,2024-03-15 03:19:16,2A,Baggage_Claim,29,10,4,81,Night,Normal,Non_EU,96,False
PF1228,2024-03-19 15:59:33,2D,Customs,13,15,1,130,Normal,Normal,Crew,64,False
PF1229,2024-03-19 16:54:57,2D,Baggage_Claim,98,36,4,168,Evening_Peak,Normal,Crew,66,False
PF1230,2024-03-17 00:42:53,2E,Baggage_Claim,23,19,1,160,Night,VIP_Movement,Non_EU,76,False
PF1231,2024-03-16 10:25:42,2D,Immigration_EU,16,11,1,66,Normal,VIP_Movement,Transit,232,False
PF1232,2024-03-15 05:58:25,2F,Baggage_Claim,63,31,2,83,Morning_Rush,Normal,VIP,46,False
PF1233,2024-03-21 14:23:31,1,Immigration_EU,37,20,1,92,Normal,Normal,EU_Citizen,269,False
PF1234,2024-03-16 17:56:25,2C,Customs,99,42,3,120,Evening_Peak,Normal,EU_Citizen,112,False
PF1235,2024-03-17 03:53:51,1,Immigration_NonEU,10,11,2,78,Night,Normal,Non_EU,298,False
PF1236,2024-03-17 00:59:41,1,Customs,36,20,3,107,Night,System_Down,EU_Citizen,95,False
PF1237,2024-03-20 06:22:27,1,Immigration_EU,116,50,3,77,Morning_Rush,Strike,VIP,135,False
PF1238,2024-03-16 12:11:58,2F,Customs,4,5,3,231,Normal,Normal,VIP,140,False
PF1239,2024-03-18 16:44:55,2F,Security,119,43,6,64,Evening_Peak,Normal,Non_EU,93,False
PF1240,2024-03-19 15:39:00,2E,Customs,19,15,2,218,Normal,Normal,VIP,88,False
PF1241,2024-03-17 16:00:30,2A,Security,64,30,7,85,Evening_Peak,Normal,Non_EU,115,False
PF1242,2024-03-14 23:29:47,2B,Immigration_EU,9,12,2,55,Night,Normal,EU_Citizen,236,False
PF1243,2024-03-21 09:05:36,2A,Immigration_EU,27,14,4,62,Normal,Normal,EU_Citizen,241,False
PF1244,2024-03-17 01:58:51,2C,Immigration_NonEU,4,14,3,73,Night,VIP_Movement,Crew,141,False
PF1245,2024-03-15 08:05:00,2C,Customs,110,47,4,123,Morning_Rush,System_Down,Transit,77,False
PF1246,2024-03-19 11:50:57,2E,Security,35,22,3,104,Normal,Normal,Non_EU,91,False
PF1247,2024-03-17 08:02:13,2C,Immigration_NonEU,68,35,4,90,Morning_Rush,Normal,Transit,248,False
PF1248,2024-03-19 05:05:00,2B,Immigration_NonEU,85,37,2,45,Morning_Rush,VIP_Movement,VIP,143,False
PF1249,2024-03-16 08:36:19,2E,Customs,49,19,2,167,Morning_Rush,Normal,VIP,159,False
PF1250,2024-03-19 10:34:32,2B,Baggage_Claim,15,16,1,177,Normal,Normal,Non_EU,65,False
PF1251,2024-03-17 11:11:02,2F,Customs,32,18,4,207,Normal,Normal,VIP,112,False
PF1252,2024-03-21 03:20:40,2E,Immigration_EU,20,6,3,51,Night,Normal,Crew,162,False
PF1253,2024-03-17 01:03:06,2A,Immigration_EU,31,10,1,74,Night,Normal,VIP,80,False
PF1254,2024-03-18 05:46:17,2B,Immigration_NonEU,90,43,1,51,Morning_Rush,Normal,Crew,199,False
PF1255,2024-03-19 21:34:10,2B,Immigration_EU,15,16,2,40,Night,Normal,Transit,70,False
PF1256,2024-03-18 10:08:57,2D,Immigration_EU,11,15,2,83,Normal,Normal,Non_EU,87,False
PF1257,2024-03-17 08:42:40,2F,Immigration_NonEU,57,33,3,57,Morning_Rush,Normal,VIP,274,False
PF1258,2024-03-16 13:15:13,1,Customs,7,16,2,208,Normal,Normal,VIP,99,False
PF1259,2024-03-20 21:33:47,2F,Immigration_NonEU,14,5,1,97,Night,System_Down,VIP,304,False
PF1260,2024-03-17 21:17:44,2C,Immigration_NonEU,33,15,4,93,Night,VIP_Movement,EU_Citizen,230,False
PF1261,2024-03-15 23:04:44,2B,Baggage_Claim,26,10,2,110,Night,Normal,Transit,141,False
PF1262,2024-03-20 01:38:04,2C,Baggage_Claim,22,17,1,144,Night,Normal,Crew,132,False
PF1263,2024-03-20 19:32:36,2A,Customs,20,13,2,155,Evening_Peak,Normal,Transit,115,False
PF1264,2024-03-17 23:07:30,1,Security,35,23,2,114,Night,Normal,VIP,86,False
PF1265,2024-03-21 02:46:39,2D,Security,14,15,6,99,Night,VIP_Movement,Non_EU,104,False
PF1266,2024-03-20 14:46:02,3,Security,12,13,3,76,Normal,Emergency,Transit,53,False
PF1267,2024-03-17 22:53:38,2B,Customs,0,13,3,115,Night,Normal,Crew,97,False
PF1268,2024-03-20 22:57:23,2C,Customs,18,18,1,150,Night,Normal,EU_Citizen,85,False
PF1269,2024-03-15 23:24:38,2D,Customs,9,13,3,184,Night,Normal,Non_EU,109,False
PF1270,2024-03-18 13:34:57,2B,Immigration_NonEU,35,13,2,73,Normal,Strike,EU_Citizen,198,False
PF1271,2024-03-19 10:40:54,2D,Customs,17,19,2,200,Normal,Normal,VIP,130,False
PF1272,2024-03-14 23:06:09,3,Immigration_EU,13,12,1,86,Night,Normal,Transit,284,False
PF1273,2024-03-16 04:45:48,1,Immigration_NonEU,3,2,4,78,Night,Strike,EU_Citizen,301,False
PF1274,2024-03-15 13:02:44,2B,Baggage_Claim,12,7,1,170,Normal,Normal,EU_Citizen,162,False
PF1275,2024-03-21 14:14:47,2F,Baggage_Claim,31,22,1,192,Normal,Normal,Crew,75,False
PF1276,2024-03-17 01:37:33,3,Immigration_NonEU,37,12,3,65,Night,Normal,Non_EU,320,False
PF1277,2024-03-19 02:05:23,2F,Immigration_NonEU,7,9,1,42,Night,Normal,EU_Citizen,95,False
PF1278,2024-03-21 14:41:46,3,Customs,10,11,2,238,Normal,Normal,VIP,157,False
PF1279,2024-03-17 20:27:33,1,Customs,76,37,4,238,Evening_Peak,Normal,Non_EU,95,False
PF1280,2024-03-16 11:25:35,2B,Baggage_Claim,30,24,1,221,Normal,Normal,VIP,84,False
PF1281,2024-03-15 13:08:44,2C,Baggage_Claim,11,7,3,187,Normal,Normal,Crew,125,False
PF1282,2024-03-18 01:24:03,2E,Security,20,18,4,83,Night,Normal,EU_Citizen,79,False
PF1283,2024-03-19 23:49:24,2B,Immigration_NonEU,35,16,3,58,Night,Emergency,Non_EU,61,False
PF1284,2024-03-17 03:31:56,2A,Customs,12,15,3,146,Night,Normal,VIP,65,False
PF1285,2024-03-21 21:54:35,3,Customs,25,14,2,80,Night,Normal,Transit,68,False
PF1286,2024-03-17 02:32:29,2B,Security,27,14,3,119,Night,Normal,Transit,44,False
PF1287,2024-03-19 16:19:13,1,Immigration_EU,114,40,2,58,Evening_Peak,Normal,Transit,108,False
PF1288,2024-03-21 18:23:53,2C,Security,102,41,2,138,Evening_Peak,Normal,Transit,47,False
PF1289,2024-03-16 19:31:25,2D,Immigration_NonEU,45,19,1,70,Evening_Peak,System_Down,Crew,96,False
PF1290,2024-03-21 04:56:23,2D,Security,37,17,2,102,Night,System_Down,Non_EU,33,False
PF1291,2024-03-17 04:41:51,2D,Immigration_EU,39,18,1,96,Night,Normal,Crew,283,False
PF1292,2024-03-18 02:13:02,2F,Immigration_NonEU,37,12,4,75,Night,Normal,EU_Citizen,120,False
PF1293,2024-03-16 15:04:07,2E,Immigration_EU,17,14,4,85,Normal,Normal,VIP,291,False
PF1294,2024-03-20 13:00:39,3,Security,37,24,3,79,Normal,Normal,EU_Citizen,104,False
PF1295,2024-03-17 12:14:53,2D,Baggage_Claim,12,11,1,215,Normal,Normal,EU_Citizen,76,False
PF1296,2024-03-16 10:52:16,2B,Baggage_Claim,29,22,1,176,Normal,Normal,Non_EU,152,False
PF1297,2024-03-16 15:37:22,2D,Immigration_EU,29,18,4,55,Normal,Normal,VIP,199,False
PF1298,2024-03-21 21:04:43,3,Customs,16,16,2,90,Night,Normal,Non_EU,123,False
PF1299,2024-03-20 02:08:33,2E,Baggage_Claim,19,14,3,192,Night,Normal,Non_EU,90,False
PF1300,2024-03-19 02:48:25,2D,Baggage_Claim,36,22,1,239,Night,System_Down,Non_EU,80,False
PF1301,2024-03-18 22:25:30,2E,Immigration_NonEU,18,15,3,69,Night,Normal,VIP,352,False
PF1302,2024-03-18 08:08:27,2F,Immigration_EU,68,31,1,76,Morning_Rush,Normal,Non_EU,175,False
PF1303,2024-03-19 06:26:46,2D,Immigration_NonEU,69,27,3,44,Morning_Rush,Normal,VIP,319,False
PF1304,2024-03-16 13:21:36,2E,Baggage_Claim,39,14,1,195,Normal,Normal,Transit,117,False
PF1305,2024-03-18 11:29:51,1,Security,38,17,3,120,Normal,Strike,EU_Citizen,49,False
PF1306,2024-03-20 09:12:51,1,Customs,16,19,3,238,Normal,Normal,EU_Citizen,57,False
PF1307,2024-03-15 05:51:25,3,Baggage_Claim,65,23,3,217,Morning_Rush,Strike,Crew,71,False
PF1308,2024-03-17 14:19:42,2C,Customs,19,8,1,80,Normal,Normal,Non_EU,110,False
PF1309,2024-03-16 10:30:27,3,Security,36,15,4,85,Normal,Normal,VIP,40,False
PF1310,2024-03-16 10:42:10,3,Baggage_Claim,36,22,4,156,Normal,Normal,Crew,113,False
PF1311,2024-03-18 17:51:59,2B,Immigration_NonEU,36,17,1,86,Evening_Peak,Normal,EU_Citizen,317,False
PF1312,2024-03-19 17:30:52,2F,Security,88,33,3,137,Evening_Peak,Normal,EU_Citizen,91,False
PF1313,2024-03-16 04:57:09,2B,Immigration_EU,23,15,2,68,Night,Strike,Non_EU,282,False
PF1314,2024-03-17 03:50:46,1,Immigration_NonEU,0,4,2,47,Night,Normal,EU_Citizen,334,False
PF1315,2024-03-15 03:55:48,2A,Immigration_NonEU,22,13,1,85,Night,Normal,Transit,326,False
PF1316,2024-03-16 12:11:47,3,Immigration_EU,22,15,3,57,Normal,Normal,Transit,357,False
PF1317,2024-03-19 10:25:13,3,Baggage_Claim,23,11,1,135,Normal,Normal,VIP,153,False
PF1318,2024-03-18 23:58:23,2E,Customs,16,11,1,91,Night,Normal,Crew,62,False
PF1319,2024-03-19 20:58:53,2D,Immigration_NonEU,89,39,2,78,Evening_Peak,Normal,Transit,174,False
PF1320,2024-03-18 05:12:06,2E,Security,43,20,4,68,Morning_Rush,Normal,EU_Citizen,102,False
PF1321,2024-03-15 13:39:52,2F,Immigration_NonEU,24,8,1,53,Normal,Normal,Non_EU,355,False
PF1322,2024-03-16 22:41:05,2C,Immigration_EU,11,14,2,72,Night,Normal,EU_Citizen,285,False
PF1323,2024-03-16 03:14:42,1,Baggage_Claim,14,11,2,135,Night,Normal,Crew,153,False
PF1324,2024-03-16 06:07:04,3,Immigration_NonEU,91,42,2,89,Morning_Rush,Normal,Crew,243,False
PF1325,2024-03-18 08:16:24,2F,Immigration_NonEU,33,15,1,93,Morning_Rush,Normal,VIP,134,False
PF1326,2024-03-16 12:59:56,3,Baggage_Claim,9,4,3,239,Normal,Normal,Crew,97,False
PF1327,2024-03-21 16:45:38,2A,Security,61,31,4,131,Evening_Peak,Normal,Crew,58,False
PF1328,2024-03-20 02:47:06,2E,Immigration_EU,35,24,4,43,Night,Strike,Crew,102,False
PF1329,2024-03-15 12:26:42,2F,Security,34,18,3,127,Normal,Normal,VIP,90,False
PF1330,2024-03-18 21:36:13,2C,Immigration_EU,9,7,4,63,Night,Normal,Transit,141,False
PF1331,2024-03-20 05:56:12,2C,Immigration_EU,73,29,1,49,Morning_Rush,Normal,Transit,149,False
PF1332,2024-03-20 10:53:13,3,Baggage_Claim,22,8,1,215,Normal,Normal,EU_Citizen,146,False
PF1333,2024-03-21 07:35:22,2B,Customs,24,10,2,200,Morning_Rush,Normal,EU_Citizen,83,False
PF1334,2024-03-18 00:10:57,2B,Immigration_EU,37,18,4,96,Night,Normal,Transit,205,False
PF1335,2024-03-20 05:06:03,3,Baggage_Claim,103,46,1,102,Morning_Rush,Normal,EU_Citizen,150,False
PF1336,2024-03-20 00:15:11,2E,Security,5,5,4,92,Night,VIP_Movement,Transit,49,False
PF1337,2024-03-17 23:41:15,1,Immigration_NonEU,10,6,4,60,Night,Normal,Transit,351,False
PF1338,2024-03-20 10:40:52,1,Baggage_Claim,15,7,4,213,Normal,Normal,Non_EU,130,False
PF1339,2024-03-15 16:22:51,1,Baggage_Claim,66,35,3,205,Evening_Peak,Normal,Non_EU,152,False
PF1340,2024-03-17 20:13:21,2B,Immigration_NonEU,66,30,1,41,Evening_Peak,Normal,EU_Citizen,98,False
PF1341,2024-03-15 00:59:49,1,Immigration_EU,27,9,2,91,Night,Emergency,Non_EU,200,False
PF1342,2024-03-15 16:01:43,3,Immigration_EU,37,16,3,66,Evening_Peak,Normal,Non_EU,256,False
PF1343,2024-03-21 03:04:07,2E,Immigration_EU,0,3,4,49,Night,Normal,Crew,244,False
PF1344,2024-03-16 15:56:36,1,Customs,25,18,1,100,Normal,Strike,VIP,45,False
PF1345,2024-03-21 13:19:45,3,Security,13,9,6,110,Normal,Normal,Non_EU,57,False
PF1346,2024-03-16 19:58:53,2A,Security,60,22,2,113,Evening_Peak,Normal,EU_Citizen,62,False
PF1347,2024-03-21 01:50:09,2A,Customs,9,4,1,87,Night,Normal,Non_EU,110,False
PF1348,2024-03-21 13:57:53,3,Baggage_Claim,34,15,1,222,Normal,Normal,VIP,49,False
PF1349,2024-03-16 16:23:04,2A,Security,115,41,4,60,Evening_Peak,Normal,VIP,45,False
PF1350,2024-03-19 23:08:19,3,Immigration_EU,4,11,1,83,Night,Normal,Transit,136,False
PF1351,2024-03-20 14:42:10,3,Customs,14,15,1,115,Normal,Normal,EU_Citizen,158,False
PF1352,2024-03-15 09:00:25,2A,Customs,1,2,4,215,Normal,Normal,EU_Citizen,54,False
PF1353,2024-03-17 19:32:07,1,Immigration_NonEU,31,12,2,88,Evening_Peak,Normal,EU_Citizen,288,False
PF1354,2024-03-21 05:23:59,2C,Immigration_EU,119,47,3,64,Morning_Rush,Normal,VIP,219,False
PF1355,2024-03-18 09:27:33,2E,Immigration_EU,16,18,4,82,Normal,Normal,Transit,251,False
PF1356,2024-03-16 13:25:12,1,Security,15,19,7,115,Normal,Normal,Crew,45,False
PF1357,2024-03-20 14:37:51,2E,Immigration_NonEU,13,9,4,41,Normal,Normal,VIP,194,False
PF1358,2024-03-20 06:19:44,2B,Immigration_NonEU,119,42,2,90,Morning_Rush,Normal,EU_Citizen,343,False
PF1359,2024-03-15 18:35:55,2C,Customs,70,36,3,94,Evening_Peak,Normal,EU_Citizen,116,False
PF1360,2024-03-16 03:59:41,2F,Immigration_NonEU,2,14,3,66,Night,Normal,Transit,220,False
PF1361,2024-03-16 21:45:06,2B,Security,37,19,3,110,Night,Emergency,VIP,74,False
PF1362,2024-03-16 16:12:52,2E,Customs,57,28,2,214,Evening_Peak,Normal,VIP,144,False
PF1363,2024-03-20 16:23:28,2F,Immigration_EU,98,45,3,62,Evening_Peak,Normal,Non_EU,351,False
PF1364,2024-03-19 05:03:17,3,Security,76,35,2,60,Morning_Rush,Normal,Transit,55,False
PF1365,2024-03-21 04:03:27,1,Baggage_Claim,1,12,4,81,Night,Normal,Non_EU,83,False
PF1366,2024-03-20 00:14:54,1,Immigration_NonEU,2,6,2,79,Night,Normal,EU_Citizen,286,False
PF1367,2024-03-19 00:20:06,1,Immigration_NonEU,3,9,2,72,Night,Normal,Non_EU,352,False
PF1368,2024-03-15 09:49:35,2A,Immigration_EU,4,14,4,42,Normal,Normal,Transit,177,False
PF1369,2024-03-15 02:31:25,2E,Security,4,3,4,83,Night,System_Down,EU_Citizen,49,False
PF1370,2024-03-21 20:58:56,2F,Customs,63,26,1,104,Evening_Peak,Normal,Transit,125,False
PF1371,2024-03-20 10:48:55,1,Immigration_EU,7,6,4,71,Normal,Normal,Crew,280,False
PF1372,2024-03-18 02:59:40,2E,Immigration_EU,18,18,3,82,Night,Normal,Non_EU,214,False
PF1373,2024-03-16 22:32:03,2F,Baggage_Claim,30,20,4,100,Night,Normal,Non_EU,126,False
PF1374,2024-03-21 14:37:19,1,Baggage_Claim,22,8,1,182,Normal,Normal,Crew,84,False
PF1375,2024-03-19 16:46:11,2A,Security,52,19,3,104,Evening_Peak,Normal,Non_EU,48,False
PF1376,2024-03-15 21:33:37,2A,Immigration_NonEU,5,9,2,50,Night,Normal,Crew,240,False
PF1377,2024-03-16 14:19:51,2E,Baggage_Claim,27,16,3,88,Normal,Normal,Non_EU,86,False
PF1378,2024-03-15 02:19:17,3,Customs,24,20,4,231,Night,VIP_Movement,VIP,66,False
PF1379,2024-03-21 20:21:12,2D,Customs,56,32,4,195,Evening_Peak,Normal,EU_Citizen,124,False
PF1380,2024-03-21 00:05:04,1,Security,33,18,6,78,Night,Normal,Transit,84,False
PF1381,2024-03-19 16:05:03,2C,Immigration_EU,53,18,4,58,Evening_Peak,Normal,Transit,117,False
PF1382,2024-03-20 13:50:55,3,Security,31,24,2,117,Normal,Normal,Non_EU,104,False
PF1383,2024-03-19 13:28:06,2C,Immigration_NonEU,19,19,1,88,Normal,Normal,Transit,98,False
PF1384,2024-03-15 07:49:24,2A,Immigration_NonEU,92,39,2,56,Morning_Rush,Normal,VIP,319,False
PF1385,2024-03-16 16:21:36,2F,Security,103,42,7,104,Evening_Peak,Normal,EU_Citizen,86,False
PF1386,2024-03-15 16:56:57,2D,Baggage_Claim,108,50,3,215,Evening_Peak,Normal,Transit,163,False
PF1387,2024-03-16 19:18:42,2D,Customs,108,36,2,175,Evening_Peak,Normal,Transit,49,False
PF1388,2024-03-20 18:13:54,2A,Customs,97,46,3,95,Evening_Peak,VIP_Movement,Crew,70,False
PF1389,2024-03-16 15:50:30,2E,Baggage_Claim,12,14,3,122,Normal,Normal,Non_EU,129,False
PF1390,2024-03-18 15:35:13,1,Customs,7,11,3,114,Normal,Normal,Transit,124,False
PF1391,2024-03-16 05:35:35,1,Customs,61,28,4,116,Morning_Rush,Normal,VIP,110,False
PF1392,2024-03-17 23:12:31,1,Immigration_EU,2,8,2,87,Night,VIP_Movement,Transit,343,False
PF1393,2024-03-19 00:50:25,2E,Customs,1,3,4,197,Night,Normal,VIP,136,False
PF1394,2024-03-17 17:55:40,2B,Customs,78,40,2,192,Evening_Peak,Emergency,EU_Citizen,126,False
PF1395,2024-03-16 18:41:41,2B,Security,55,19,3,74,Evening_Peak,Normal,Transit,66,False
PF1396,2024-03-19 23:10:44,2B,Customs,25,8,2,223,Night,Normal,Crew,144,False
PF1397,2024-03-20 01:17:16,2C,Customs,21,17,4,121,Night,Normal,EU_Citizen,56,False
PF1398,2024-03-20 10:02:59,2B,Immigration_EU,14,12,1,88,Normal,Strike,Transit,258,False
PF1399,2024-03-18 12:55:07,2B,Security,3,9,7,119,Normal,Normal,EU_Citizen,112,False
