Transaction_ID,Date_Time,Revenue_Stream,Amount_EUR,Flight_Reference,Terminal,Passenger_Count,Revenue_Per_Passenger,Payment_Method,Currency_Original,Exchange_Rate,Cost_Category,Synthetic_Data
FIN452,2024-03-16 18:52:44,Parking_Fees,20,CDG98,2D,446.0,0.04,Cash,USD,1.062,Direct_Operational,False
FIN453,2024-03-15 20:18:43,Parking_Fees,32,CDG394,3,457.0,0.07,Cash,EUR,1.0,Direct_Operational,False
FIN454,2024-03-19 18:37:06,Food_Beverage,77,,2C,,77.0,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN455,2024-03-18 15:02:52,Retail_Commission,10,,2F,,10.0,Commission,USD,1.032,Administrative,False
FIN456,2024-03-15 08:53:53,Car_Rental,118,,2E,,118.0,Cash,EUR,1.0,Marketing,False
FIN457,2024-03-16 16:45:50,Retail_Commission,51,,2A,,51.0,Credit_Card,EUR,1.0,Marketing,False
FIN458,2024-03-18 18:24:30,Landing_Fees,6058,CDG500,2F,145.0,41.78,Cash,JPY,0.912,Marketing,False
FIN459,2024-03-18 14:18:54,Retail_Commission,14,,2B,,14.0,Commission,USD,1.118,Direct_Operational,False
FIN460,2024-03-16 02:34:09,Food_Beverage,61,,External,,61.0,Cash,GBP,1.123,Indirect_Operational,False
FIN461,2024-03-18 07:27:39,Car_Rental,44,,2E,,44.0,Airline_Invoice,USD,1.039,Marketing,False
FIN462,2024-03-15 03:40:01,Duty_Free,65,,1,,65.0,Airline_Invoice,JPY,1.04,Direct_Operational,False
FIN463,2024-03-20 00:37:29,Retail_Commission,93,,2A,,93.0,Credit_Card,JPY,1.134,Administrative,False
FIN464,2024-03-21 09:00:02,Hotel_Commission,114,,2E,,114.0,Credit_Card,GBP,0.903,Administrative,False
FIN465,2024-03-19 13:55:25,Retail_Commission,124,,3,,124.0,Credit_Card,USD,1.009,Administrative,False
FIN466,2024-03-20 12:22:43,Landing_Fees,7029,CDG89,3,272.0,25.84,Cash,EUR,1.0,Administrative,False
FIN467,2024-03-17 02:59:02,Duty_Free,137,,3,,137.0,Commission,JPY,0.943,Direct_Operational,False
FIN468,2024-03-19 22:06:06,Parking_Fees,23,CDG134,1,366.0,0.06,Credit_Card,USD,0.944,Administrative,False
FIN469,2024-03-18 09:24:10,Retail_Commission,7,,2B,,7.0,Cash,GBP,1.05,Marketing,False
FIN470,2024-03-15 07:37:51,Landing_Fees,1794,CDG89,2F,295.0,6.08,Cash,USD,1.047,Marketing,False
FIN471,2024-03-18 21:45:30,Retail_Commission,129,,2F,,129.0,Commission,EUR,1.0,Indirect_Operational,False
FIN472,2024-03-20 11:56:44,Parking_Fees,10,CDG19,3,184.0,0.05,Airline_Invoice,GBP,1.14,Administrative,False
FIN473,2024-03-15 01:42:55,Landing_Fees,7493,CDG84,2D,171.0,43.82,Airline_Invoice,EUR,1.0,Administrative,False
FIN474,2024-03-16 02:06:59,Parking_Fees,30,CDG39,2D,391.0,0.08,Airline_Invoice,GBP,0.877,Marketing,False
FIN475,2024-03-15 09:44:59,Car_Rental,119,,2B,,119.0,Cash,JPY,0.895,Direct_Operational,False
FIN476,2024-03-14 23:55:08,Car_Rental,83,,2F,,83.0,Commission,JPY,1.096,Direct_Operational,False
FIN477,2024-03-17 20:05:57,Food_Beverage,112,,2E,,112.0,Commission,GBP,1.078,Administrative,False
FIN478,2024-03-19 05:13:20,Retail_Commission,26,,External,,26.0,Cash,EUR,1.0,Direct_Operational,False
FIN479,2024-03-15 23:15:13,Hotel_Commission,40,,External,,40.0,Airline_Invoice,GBP,0.851,Indirect_Operational,False
FIN480,2024-03-19 17:15:04,Hotel_Commission,109,,2B,,109.0,Credit_Card,USD,0.881,Marketing,False
FIN481,2024-03-18 05:31:12,Duty_Free,124,,2C,,124.0,Cash,GBP,0.919,Direct_Operational,False
FIN482,2024-03-20 02:39:05,Hotel_Commission,79,,External,,79.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN483,2024-03-15 12:29:21,Parking_Fees,32,CDG209,2F,263.0,0.12,Credit_Card,EUR,1.0,Direct_Operational,False
FIN484,2024-03-17 01:12:05,Parking_Fees,15,CDG62,2D,422.0,0.04,Airline_Invoice,GBP,1.12,Marketing,False
FIN485,2024-03-21 07:54:32,Food_Beverage,60,,External,,60.0,Airline_Invoice,JPY,0.879,Administrative,False
FIN486,2024-03-20 22:28:49,Parking_Fees,58,CDG239,2D,419.0,0.14,Airline_Invoice,GBP,0.94,Indirect_Operational,False
FIN487,2024-03-16 07:57:22,Food_Beverage,29,,External,,29.0,Commission,USD,1.115,Administrative,False
FIN488,2024-03-21 11:02:40,Food_Beverage,88,,2F,,88.0,Airline_Invoice,USD,0.914,Administrative,False
FIN489,2024-03-18 04:29:13,Duty_Free,134,,External,,134.0,Cash,EUR,1.0,Marketing,False
FIN490,2024-03-21 02:57:47,Retail_Commission,144,,2C,,144.0,Airline_Invoice,JPY,0.946,Administrative,False
FIN491,2024-03-21 14:42:40,Landing_Fees,4601,CDG408,2E,478.0,9.63,Airline_Invoice,JPY,0.947,Marketing,False
FIN492,2024-03-16 14:31:37,Food_Beverage,105,,2F,,105.0,Airline_Invoice,JPY,0.902,Administrative,False
FIN493,2024-03-15 07:02:44,Parking_Fees,34,CDG256,2F,398.0,0.09,Credit_Card,JPY,1.06,Direct_Operational,False
FIN494,2024-03-19 01:18:47,Retail_Commission,48,,2A,,48.0,Commission,EUR,1.0,Direct_Operational,False
FIN495,2024-03-16 17:54:15,Hotel_Commission,103,,2E,,103.0,Credit_Card,GBP,0.934,Marketing,False
FIN496,2024-03-15 02:36:24,Hotel_Commission,85,,2E,,85.0,Commission,JPY,1.092,Marketing,False
FIN497,2024-03-17 03:11:37,Car_Rental,66,,2A,,66.0,Credit_Card,JPY,1.145,Administrative,False
FIN498,2024-03-16 20:32:52,Landing_Fees,3418,CDG497,2C,495.0,6.91,Airline_Invoice,EUR,1.0,Administrative,False
FIN499,2024-03-16 01:45:14,Food_Beverage,95,,2A,,95.0,Credit_Card,GBP,0.908,Direct_Operational,False
FIN500,2024-03-16 14:58:01,Landing_Fees,6253,CDG15,2D,211.0,29.64,Cash,GBP,1.086,Indirect_Operational,False
FIN501,2024-03-17 08:42:08,Car_Rental,46,,2B,,46.0,Cash,USD,0.971,Indirect_Operational,False
FIN502,2024-03-18 21:20:40,Food_Beverage,22,,2C,,22.0,Credit_Card,GBP,1.111,Direct_Operational,False
FIN503,2024-03-15 03:59:19,Retail_Commission,137,,2B,,137.0,Cash,GBP,0.98,Indirect_Operational,False
FIN504,2024-03-15 18:01:51,Food_Beverage,48,,External,,48.0,Credit_Card,USD,1.142,Administrative,False
FIN505,2024-03-21 00:57:26,Duty_Free,17,,2D,,17.0,Commission,EUR,1.0,Direct_Operational,False
FIN506,2024-03-15 20:36:03,Parking_Fees,15,CDG163,2C,157.0,0.1,Commission,USD,1.054,Marketing,False
FIN507,2024-03-16 06:19:48,Landing_Fees,2122,CDG457,3,416.0,5.1,Credit_Card,USD,1.053,Administrative,False
FIN508,2024-03-18 19:08:16,Retail_Commission,95,,3,,95.0,Commission,JPY,0.969,Direct_Operational,False
FIN509,2024-03-17 22:24:11,Car_Rental,87,,1,,87.0,Cash,EUR,1.0,Marketing,False
FIN510,2024-03-17 10:55:47,Hotel_Commission,104,,1,,104.0,Cash,EUR,1.0,Indirect_Operational,False
FIN511,2024-03-16 18:26:04,Parking_Fees,39,CDG307,2A,401.0,0.1,Credit_Card,JPY,0.872,Administrative,False
FIN512,2024-03-18 03:10:00,Landing_Fees,2379,CDG87,2A,475.0,5.01,Credit_Card,USD,1.067,Marketing,False
FIN513,2024-03-16 12:38:37,Car_Rental,96,,1,,96.0,Commission,GBP,0.967,Administrative,False
FIN514,2024-03-17 15:34:44,Parking_Fees,54,CDG276,2F,254.0,0.21,Airline_Invoice,EUR,1.0,Administrative,False
FIN515,2024-03-21 03:17:18,Parking_Fees,54,CDG118,2D,375.0,0.14,Commission,EUR,1.0,Marketing,False
FIN516,2024-03-16 22:22:45,Parking_Fees,19,CDG345,External,141.0,0.13,Airline_Invoice,USD,0.892,Administrative,False
FIN517,2024-03-20 14:40:53,Car_Rental,49,,2F,,49.0,Cash,EUR,1.0,Administrative,False
FIN518,2024-03-20 05:21:37,Duty_Free,100,,2A,,100.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN519,2024-03-21 04:31:13,Retail_Commission,142,,2A,,142.0,Credit_Card,USD,1.057,Direct_Operational,False
FIN520,2024-03-15 07:53:12,Parking_Fees,37,CDG144,2A,350.0,0.11,Cash,USD,0.977,Indirect_Operational,False
FIN521,2024-03-20 17:44:39,Retail_Commission,33,,3,,33.0,Cash,USD,0.985,Direct_Operational,False
FIN522,2024-03-16 05:07:39,Duty_Free,45,,2D,,45.0,Commission,EUR,1.0,Administrative,False
FIN523,2024-03-16 02:50:05,Duty_Free,58,,1,,58.0,Commission,USD,1.036,Indirect_Operational,False
FIN524,2024-03-19 13:21:44,Landing_Fees,3302,CDG126,External,264.0,12.51,Cash,EUR,1.0,Administrative,False
FIN525,2024-03-20 04:41:10,Landing_Fees,6346,CDG412,2D,153.0,41.48,Commission,EUR,1.0,Indirect_Operational,False
FIN526,2024-03-15 18:51:56,Food_Beverage,88,,2F,,88.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN527,2024-03-15 20:25:50,Duty_Free,163,,2D,,163.0,Airline_Invoice,GBP,1.086,Administrative,False
FIN528,2024-03-15 00:45:37,Car_Rental,66,,2E,,66.0,Credit_Card,JPY,0.925,Direct_Operational,False
FIN529,2024-03-18 07:12:24,Food_Beverage,28,,3,,28.0,Credit_Card,USD,0.95,Administrative,False
FIN530,2024-03-18 02:40:03,Car_Rental,60,,2E,,60.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN531,2024-03-18 13:10:20,Car_Rental,97,,3,,97.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN532,2024-03-19 11:13:29,Parking_Fees,59,CDG389,2C,477.0,0.12,Airline_Invoice,GBP,1.022,Marketing,False
FIN533,2024-03-21 10:47:44,Landing_Fees,6587,CDG425,2F,227.0,29.02,Cash,EUR,1.0,Indirect_Operational,False
FIN534,2024-03-21 10:03:14,Retail_Commission,41,,2D,,41.0,Commission,EUR,1.0,Indirect_Operational,False
FIN535,2024-03-17 17:09:34,Hotel_Commission,48,,2B,,48.0,Cash,EUR,1.0,Administrative,False
FIN536,2024-03-17 02:30:17,Retail_Commission,128,,2F,,128.0,Cash,EUR,1.0,Marketing,False
FIN537,2024-03-18 00:11:11,Parking_Fees,54,CDG73,2F,323.0,0.17,Commission,EUR,1.0,Administrative,False
FIN538,2024-03-19 01:07:03,Hotel_Commission,85,,2B,,85.0,Cash,GBP,0.955,Direct_Operational,False
FIN539,2024-03-18 17:56:32,Hotel_Commission,88,,External,,88.0,Cash,EUR,1.0,Indirect_Operational,False
FIN540,2024-03-21 12:03:45,Parking_Fees,16,CDG305,2A,161.0,0.1,Credit_Card,USD,1.067,Direct_Operational,False
FIN541,2024-03-16 00:23:41,Landing_Fees,5276,CDG211,3,226.0,23.35,Commission,JPY,1.093,Direct_Operational,False
FIN542,2024-03-17 02:40:42,Car_Rental,23,,2E,,23.0,Airline_Invoice,USD,0.905,Marketing,False
FIN543,2024-03-16 09:26:28,Duty_Free,151,,2A,,151.0,Commission,EUR,1.0,Administrative,False
FIN544,2024-03-16 06:23:30,Retail_Commission,92,,2D,,92.0,Credit_Card,JPY,1.019,Direct_Operational,False
FIN545,2024-03-16 05:18:11,Duty_Free,76,,1,,76.0,Credit_Card,GBP,0.997,Indirect_Operational,False
FIN546,2024-03-18 15:11:31,Duty_Free,157,,1,,157.0,Cash,USD,1.129,Marketing,False
FIN547,2024-03-17 22:27:32,Hotel_Commission,57,,2F,,57.0,Credit_Card,GBP,1.149,Indirect_Operational,False
FIN548,2024-03-21 19:27:28,Landing_Fees,1805,CDG293,2C,463.0,3.9,Airline_Invoice,USD,1.09,Direct_Operational,False
FIN549,2024-03-20 03:31:37,Hotel_Commission,80,,2B,,80.0,Cash,JPY,0.977,Administrative,False
FIN550,2024-03-18 12:37:18,Hotel_Commission,58,,2E,,58.0,Credit_Card,USD,1.135,Administrative,False
FIN551,2024-03-19 08:13:18,Retail_Commission,59,,2D,,59.0,Commission,EUR,1.0,Marketing,False
FIN552,2024-03-20 04:07:21,Food_Beverage,66,,2E,,66.0,Cash,GBP,0.979,Indirect_Operational,False
FIN553,2024-03-20 12:01:43,Retail_Commission,34,,External,,34.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN554,2024-03-18 03:42:10,Food_Beverage,66,,2A,,66.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN555,2024-03-18 20:49:07,Food_Beverage,115,,2C,,115.0,Airline_Invoice,JPY,0.94,Administrative,False
FIN556,2024-03-20 04:08:04,Landing_Fees,7972,CDG288,2C,471.0,16.93,Credit_Card,JPY,1.042,Administrative,False
FIN557,2024-03-21 22:34:13,Retail_Commission,71,,1,,71.0,Cash,EUR,1.0,Administrative,False
FIN558,2024-03-19 22:39:09,Retail_Commission,150,,2B,,150.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN559,2024-03-17 20:12:43,Parking_Fees,53,CDG345,2B,277.0,0.19,Airline_Invoice,EUR,1.0,Marketing,False
FIN560,2024-03-15 19:52:22,Duty_Free,176,,2C,,176.0,Airline_Invoice,USD,1.115,Direct_Operational,False
FIN561,2024-03-18 08:45:35,Landing_Fees,3444,CDG483,2D,183.0,18.82,Cash,EUR,1.0,Direct_Operational,False
FIN562,2024-03-16 05:12:29,Duty_Free,189,,3,,189.0,Airline_Invoice,USD,1.073,Indirect_Operational,False
FIN563,2024-03-20 15:02:54,Retail_Commission,5,,2E,,5.0,Cash,JPY,1.127,Indirect_Operational,False
FIN564,2024-03-21 02:44:02,Food_Beverage,110,,2D,,110.0,Credit_Card,USD,1.056,Marketing,False
FIN565,2024-03-21 07:14:08,Hotel_Commission,27,,1,,27.0,Credit_Card,GBP,0.959,Administrative,False
FIN566,2024-03-17 08:42:37,Parking_Fees,48,CDG351,1,265.0,0.18,Credit_Card,GBP,1.021,Direct_Operational,False
FIN567,2024-03-15 01:28:10,Car_Rental,64,,2C,,64.0,Commission,JPY,1.013,Administrative,False
FIN568,2024-03-17 02:44:46,Hotel_Commission,41,,External,,41.0,Cash,JPY,1.083,Marketing,False
FIN569,2024-03-15 05:45:49,Car_Rental,107,,2B,,107.0,Commission,GBP,0.877,Marketing,False
FIN570,2024-03-21 04:13:50,Hotel_Commission,67,,2F,,67.0,Cash,GBP,0.951,Marketing,False
FIN571,2024-03-18 00:11:46,Retail_Commission,126,,2B,,126.0,Credit_Card,EUR,1.0,Marketing,False
FIN572,2024-03-20 21:38:27,Duty_Free,174,,3,,174.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN573,2024-03-21 12:20:07,Parking_Fees,22,CDG420,1,452.0,0.05,Credit_Card,EUR,1.0,Marketing,False
FIN574,2024-03-19 17:46:30,Food_Beverage,111,,2F,,111.0,Airline_Invoice,JPY,1.106,Administrative,False
FIN575,2024-03-17 09:29:58,Hotel_Commission,33,,2A,,33.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN576,2024-03-18 11:59:58,Car_Rental,48,,2C,,48.0,Credit_Card,USD,0.858,Marketing,False
FIN577,2024-03-17 14:20:01,Retail_Commission,28,,2D,,28.0,Credit_Card,JPY,1.135,Marketing,False
FIN578,2024-03-16 05:19:05,Retail_Commission,54,,2D,,54.0,Credit_Card,GBP,1.147,Indirect_Operational,False
FIN579,2024-03-21 02:48:51,Parking_Fees,21,CDG66,2A,410.0,0.05,Airline_Invoice,USD,0.946,Marketing,False
FIN580,2024-03-17 20:17:34,Parking_Fees,18,CDG370,2F,362.0,0.05,Credit_Card,JPY,1.106,Marketing,False
FIN581,2024-03-19 13:14:41,Duty_Free,106,,2F,,106.0,Cash,USD,1.097,Administrative,False
FIN582,2024-03-19 09:07:03,Landing_Fees,2393,CDG219,External,410.0,5.84,Cash,JPY,1.125,Administrative,False
FIN583,2024-03-16 18:36:46,Food_Beverage,108,,2C,,108.0,Commission,USD,1.112,Direct_Operational,False
FIN584,2024-03-16 05:17:31,Food_Beverage,75,,2A,,75.0,Airline_Invoice,GBP,0.851,Direct_Operational,False
FIN585,2024-03-17 06:40:38,Hotel_Commission,105,,2E,,105.0,Airline_Invoice,USD,0.859,Direct_Operational,False
FIN586,2024-03-20 18:19:13,Parking_Fees,15,CDG264,2B,334.0,0.04,Commission,USD,1.048,Direct_Operational,False
FIN587,2024-03-20 10:29:50,Landing_Fees,6787,CDG256,2B,428.0,15.86,Airline_Invoice,GBP,0.932,Direct_Operational,False
FIN588,2024-03-20 02:35:02,Food_Beverage,42,,1,,42.0,Credit_Card,USD,0.887,Administrative,False
FIN589,2024-03-16 19:56:23,Hotel_Commission,49,,2B,,49.0,Commission,JPY,1.11,Administrative,False
FIN590,2024-03-20 02:24:56,Parking_Fees,47,CDG243,2F,136.0,0.35,Airline_Invoice,USD,1.094,Marketing,False
FIN591,2024-03-18 10:24:11,Food_Beverage,78,,2D,,78.0,Airline_Invoice,JPY,0.951,Administrative,False
FIN592,2024-03-15 05:14:01,Food_Beverage,91,,2E,,91.0,Cash,USD,0.982,Marketing,False
FIN593,2024-03-20 14:49:02,Duty_Free,185,,2C,,185.0,Cash,GBP,1.043,Indirect_Operational,False
FIN594,2024-03-15 01:42:01,Food_Beverage,79,,2C,,79.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN595,2024-03-21 14:25:29,Food_Beverage,32,,2D,,32.0,Cash,USD,0.891,Direct_Operational,False
FIN596,2024-03-21 15:26:19,Car_Rental,29,,External,,29.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN597,2024-03-21 13:28:55,Retail_Commission,115,,2F,,115.0,Cash,JPY,1.148,Indirect_Operational,False
FIN598,2024-03-15 22:46:41,Parking_Fees,17,CDG53,2F,176.0,0.1,Cash,JPY,0.883,Marketing,False
FIN599,2024-03-21 09:21:11,Car_Rental,63,,3,,63.0,Commission,GBP,1.002,Administrative,False
FIN600,2024-03-21 22:06:05,Retail_Commission,18,,External,,18.0,Credit_Card,USD,0.909,Administrative,False
FIN601,2024-03-20 02:20:45,Food_Beverage,107,,1,,107.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN602,2024-03-20 08:24:13,Hotel_Commission,68,,2C,,68.0,Cash,GBP,0.898,Administrative,False
FIN603,2024-03-20 00:51:56,Food_Beverage,28,,3,,28.0,Credit_Card,JPY,1.128,Direct_Operational,False
FIN604,2024-03-19 23:15:59,Parking_Fees,29,CDG303,3,454.0,0.06,Airline_Invoice,GBP,0.868,Direct_Operational,False
FIN605,2024-03-17 06:37:53,Hotel_Commission,81,,2A,,81.0,Airline_Invoice,USD,1.054,Direct_Operational,False
FIN606,2024-03-17 11:19:47,Hotel_Commission,49,,2F,,49.0,Cash,JPY,0.871,Administrative,False
FIN607,2024-03-18 08:34:20,Duty_Free,70,,External,,70.0,Commission,USD,0.9,Direct_Operational,False
FIN608,2024-03-20 02:48:45,Car_Rental,56,,External,,56.0,Credit_Card,GBP,0.956,Marketing,False
FIN609,2024-03-19 19:55:22,Parking_Fees,16,CDG393,External,319.0,0.05,Cash,JPY,1.062,Direct_Operational,False
FIN610,2024-03-19 19:14:58,Hotel_Commission,82,,1,,82.0,Commission,USD,1.046,Direct_Operational,False
FIN611,2024-03-20 08:16:17,Landing_Fees,3744,CDG357,2E,227.0,16.49,Airline_Invoice,GBP,1.129,Administrative,False
FIN612,2024-03-15 04:04:10,Parking_Fees,22,CDG82,2A,366.0,0.06,Credit_Card,GBP,1.1,Administrative,False
FIN613,2024-03-15 12:02:01,Food_Beverage,37,,2F,,37.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN614,2024-03-20 11:59:27,Car_Rental,94,,2A,,94.0,Airline_Invoice,USD,1.111,Direct_Operational,False
FIN615,2024-03-19 19:32:47,Parking_Fees,43,CDG79,2C,346.0,0.12,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN616,2024-03-20 11:48:33,Car_Rental,22,,3,,22.0,Cash,GBP,0.979,Marketing,False
FIN617,2024-03-21 22:26:23,Retail_Commission,85,,2B,,85.0,Airline_Invoice,JPY,1.054,Indirect_Operational,False
FIN618,2024-03-21 19:08:46,Duty_Free,182,,2D,,182.0,Airline_Invoice,USD,1.004,Marketing,False
FIN619,2024-03-20 09:59:13,Retail_Commission,98,,External,,98.0,Credit_Card,EUR,1.0,Administrative,False
FIN620,2024-03-18 19:16:40,Duty_Free,186,,2B,,186.0,Credit_Card,USD,0.987,Administrative,False
FIN621,2024-03-15 05:32:46,Retail_Commission,149,,2E,,149.0,Airline_Invoice,GBP,0.879,Marketing,False
FIN622,2024-03-21 07:30:38,Retail_Commission,80,,2C,,80.0,Cash,GBP,0.96,Administrative,False
FIN623,2024-03-16 19:46:26,Parking_Fees,49,CDG103,2C,222.0,0.22,Credit_Card,USD,0.953,Indirect_Operational,False
FIN624,2024-03-18 10:24:56,Landing_Fees,6542,CDG336,2C,518.0,12.63,Commission,EUR,1.0,Marketing,False
FIN625,2024-03-18 12:39:06,Hotel_Commission,44,,3,,44.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN626,2024-03-16 09:22:19,Hotel_Commission,72,,2B,,72.0,Credit_Card,USD,1.018,Administrative,False
FIN627,2024-03-17 21:40:26,Food_Beverage,34,,2F,,34.0,Commission,EUR,1.0,Indirect_Operational,False
FIN628,2024-03-19 06:36:33,Food_Beverage,82,,3,,82.0,Cash,EUR,1.0,Indirect_Operational,False
FIN629,2024-03-16 08:23:30,Duty_Free,148,,2A,,148.0,Commission,EUR,1.0,Marketing,False
FIN630,2024-03-18 09:53:49,Car_Rental,58,,1,,58.0,Cash,JPY,1.045,Indirect_Operational,False
FIN631,2024-03-20 01:45:05,Landing_Fees,4269,CDG35,External,137.0,31.16,Cash,GBP,0.966,Marketing,False
FIN632,2024-03-17 02:32:14,Duty_Free,154,,2E,,154.0,Commission,JPY,1.058,Marketing,False
FIN633,2024-03-21 14:06:03,Food_Beverage,56,,External,,56.0,Credit_Card,GBP,0.959,Marketing,False
FIN634,2024-03-17 20:42:28,Parking_Fees,59,CDG198,2D,285.0,0.21,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN635,2024-03-18 05:26:14,Duty_Free,67,,2B,,67.0,Credit_Card,USD,1.006,Indirect_Operational,False
FIN636,2024-03-21 03:14:58,Landing_Fees,2345,CDG189,1,270.0,8.69,Credit_Card,GBP,0.931,Direct_Operational,False
FIN637,2024-03-16 06:15:59,Landing_Fees,3864,CDG398,2D,402.0,9.61,Credit_Card,GBP,1.08,Indirect_Operational,False
FIN638,2024-03-18 15:30:12,Duty_Free,29,,2A,,29.0,Airline_Invoice,JPY,0.872,Administrative,False
FIN639,2024-03-15 00:39:25,Food_Beverage,22,,2E,,22.0,Credit_Card,JPY,1.045,Indirect_Operational,False
FIN640,2024-03-16 02:21:35,Food_Beverage,111,,2E,,111.0,Cash,JPY,0.967,Direct_Operational,False
FIN641,2024-03-15 10:16:27,Food_Beverage,85,,2A,,85.0,Credit_Card,EUR,1.0,Administrative,False
FIN642,2024-03-15 14:50:32,Food_Beverage,49,,External,,49.0,Commission,USD,1.023,Indirect_Operational,False
FIN643,2024-03-16 23:51:30,Duty_Free,207,,2B,,207.0,Cash,USD,1.001,Administrative,False
FIN644,2024-03-15 06:25:01,Hotel_Commission,68,,2A,,68.0,Credit_Card,USD,1.142,Administrative,False
FIN645,2024-03-17 14:40:54,Hotel_Commission,75,,3,,75.0,Cash,EUR,1.0,Administrative,False
FIN646,2024-03-14 23:06:35,Parking_Fees,22,CDG310,2E,307.0,0.07,Cash,GBP,1.116,Direct_Operational,False
FIN647,2024-03-18 18:21:36,Retail_Commission,38,,2B,,38.0,Cash,JPY,0.989,Indirect_Operational,False
FIN648,2024-03-15 02:36:46,Food_Beverage,94,,2A,,94.0,Cash,GBP,1.037,Indirect_Operational,False
FIN649,2024-03-19 22:41:36,Duty_Free,92,,1,,92.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN650,2024-03-15 14:48:00,Retail_Commission,142,,1,,142.0,Commission,EUR,1.0,Marketing,False
FIN651,2024-03-21 06:29:21,Food_Beverage,63,,2A,,63.0,Commission,GBP,0.977,Marketing,False
FIN652,2024-03-19 11:21:29,Duty_Free,151,,3,,151.0,Commission,JPY,0.856,Marketing,False
FIN653,2024-03-15 11:53:21,Parking_Fees,45,CDG265,2A,213.0,0.21,Commission,JPY,1.001,Administrative,False
FIN654,2024-03-14 23:03:46,Retail_Commission,62,,2B,,62.0,Commission,EUR,1.0,Indirect_Operational,False
FIN655,2024-03-19 18:08:44,Duty_Free,111,,External,,111.0,Credit_Card,EUR,1.0,Administrative,False
FIN656,2024-03-18 10:02:52,Landing_Fees,7733,CDG331,2F,409.0,18.91,Credit_Card,GBP,1.097,Administrative,False
FIN657,2024-03-21 07:11:13,Duty_Free,78,,2B,,78.0,Cash,JPY,0.937,Administrative,False
FIN658,2024-03-19 04:57:37,Car_Rental,41,,2C,,41.0,Credit_Card,JPY,1.128,Direct_Operational,False
FIN659,2024-03-20 14:14:07,Retail_Commission,58,,2D,,58.0,Cash,GBP,0.95,Indirect_Operational,False
FIN660,2024-03-17 01:05:25,Car_Rental,29,,2A,,29.0,Commission,JPY,0.873,Indirect_Operational,False
FIN661,2024-03-17 07:09:03,Parking_Fees,34,CDG425,2F,211.0,0.16,Cash,GBP,0.853,Administrative,False
FIN662,2024-03-20 07:52:35,Landing_Fees,3210,CDG334,External,192.0,16.72,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN663,2024-03-18 13:35:30,Retail_Commission,76,,2A,,76.0,Commission,JPY,1.039,Direct_Operational,False
FIN664,2024-03-15 20:36:13,Duty_Free,198,,External,,198.0,Commission,EUR,1.0,Direct_Operational,False
FIN665,2024-03-18 13:06:39,Parking_Fees,41,CDG42,2C,297.0,0.14,Airline_Invoice,JPY,1.019,Marketing,False
FIN666,2024-03-17 11:27:07,Retail_Commission,85,,External,,85.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN667,2024-03-17 18:34:39,Car_Rental,47,,2B,,47.0,Commission,JPY,1.06,Administrative,False
FIN668,2024-03-21 05:10:27,Hotel_Commission,32,,2C,,32.0,Commission,EUR,1.0,Indirect_Operational,False
FIN669,2024-03-16 18:48:29,Food_Beverage,89,,2D,,89.0,Credit_Card,GBP,1.044,Indirect_Operational,False
FIN670,2024-03-19 12:03:46,Hotel_Commission,35,,2F,,35.0,Commission,JPY,0.997,Administrative,False
FIN671,2024-03-15 06:33:21,Hotel_Commission,78,,2C,,78.0,Commission,EUR,1.0,Administrative,False
FIN672,2024-03-20 07:11:06,Car_Rental,38,,2E,,38.0,Airline_Invoice,GBP,0.92,Administrative,False
FIN673,2024-03-17 14:39:08,Hotel_Commission,113,,2D,,113.0,Airline_Invoice,JPY,0.985,Marketing,False
FIN674,2024-03-15 05:09:34,Parking_Fees,53,CDG320,External,240.0,0.22,Commission,USD,0.867,Marketing,False
FIN675,2024-03-17 19:48:29,Duty_Free,15,,1,,15.0,Commission,EUR,1.0,Administrative,False
FIN676,2024-03-20 14:51:43,Retail_Commission,102,,3,,102.0,Cash,JPY,0.971,Marketing,False
FIN677,2024-03-18 07:53:16,Retail_Commission,57,,3,,57.0,Credit_Card,GBP,1.042,Administrative,False
FIN678,2024-03-18 07:45:35,Hotel_Commission,36,,2B,,36.0,Commission,EUR,1.0,Administrative,False
FIN679,2024-03-20 21:28:30,Duty_Free,23,,3,,23.0,Airline_Invoice,JPY,0.96,Direct_Operational,False
